name,games_played,minutes_played,points_scored,goals_scored,goals_attempted,3_point_scored,3_point_attempted,free_throws_scored,free_throws_attempted,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnover,5yrs
Jusuf Nurkic,62,17.8,6.9,2.8,6.2,0,0,1.4,2.1,2,4.1,0.8,0.8,1.1,1.4,1
Jerami Grant,65,21.2,6.3,1.9,5.4,0.8,2.4,1.8,3,0.8,2.3,1.2,0.6,1,1.3,1
T.J. Warren,40,15.4,6.1,2.8,5.4,0.1,0.5,0.4,0.5,1,1.1,0.6,0.5,0.2,0.7,1
Tyler Johnson,32,18.8,5.9,2.2,5.2,0.6,1.5,1,1.5,0.4,2.1,1.3,1,0.3,0.9,1
PJ Hairston,45,15.3,5.6,1.9,6,1.1,3.6,0.7,0.8,0.5,1.6,0.5,0.5,0.3,0.5,0
JaKarr Sampson,74,15.3,5.2,2,4.7,0.4,1.7,0.9,1.3,0.5,1.7,1,0.5,0.4,1,1
Aaron Gordon,47,17,5.2,2,4.4,0.3,1,0.9,1.3,1,2.6,0.7,0.4,0.5,0.8,1
Shabazz Napier,51,19.8,5.1,1.7,4.5,0.8,2.3,0.9,1.1,0.3,1.9,2.5,0.8,0.1,1.6,1
James Ennis III,62,17,5,1.6,4,0.5,1.5,1.3,1.5,0.8,2,0.8,0.4,0.3,0.6,1
Joe Ingles,79,21.2,5,1.9,4.5,0.9,2.6,0.4,0.5,0.3,1.9,2.3,0.9,0.1,1.2,1
Dante Exum,82,22.2,4.8,1.8,5.1,1,3.2,0.2,0.4,0.3,1.3,2.4,0.5,0.2,1.4,1
Damjan Rudez,68,15.4,4.8,1.8,3.9,1,2.5,0.2,0.3,0.1,0.6,0.8,0.2,0.1,0.7,0
Nik Stauskas,73,15.4,4.4,1.5,4.1,0.7,2,0.8,0.9,0.2,1.1,0.9,0.3,0.2,0.5,1
Spencer Dinwiddie,34,13.4,4.3,1.5,5,0.4,1.9,0.9,1,0.1,1.3,3.1,0.6,0.2,1,1
Kostas Papanikolaou,43,18.5,4.2,1.6,4.6,0.7,2.5,0.3,0.4,0.9,1.8,2,0.7,0.3,1.3,0
Joffrey Lauvergne,24,11.2,3.9,1.5,3.7,0.1,0.7,0.8,1.2,1.1,2.1,0.5,0.3,0.4,0.9,0
Tyler Ennis,33,12.5,3.7,1.6,4.4,0.4,1.3,0.2,0.2,0.2,0.8,2.2,0.5,0.2,1.3,0
Gary Harris,55,13.1,3.4,1.2,3.9,0.4,1.9,0.6,0.9,0.4,0.8,0.5,0.7,0.1,0.7,1
Erick Green,43,9.5,3.4,1.4,3.8,0.3,1.1,0.2,0.3,0.2,0.6,0.9,0.3,0,0.3,0
Noah Vonleh,25,10.4,3.3,1.2,3,0.2,0.5,0.7,1,1.1,2.3,0.2,0.2,0.4,0.4,1
Jordan Adams,30,8.3,3.1,1.2,2.9,0.3,0.8,0.5,0.8,0.3,0.6,0.5,0.5,0.2,0.5,0
Dwight Powell,29,8.1,3.1,1.1,2.3,0.1,0.4,0.9,1.1,0.6,1.1,0.3,0.3,0.2,0.4,1
Doug McDermott,36,8.9,3,1.2,3,0.4,1.1,0.3,0.4,0.2,1,0.2,0.1,0,0.5,1
Johnny O'Bryant III,34,10.8,2.9,1.3,3.5,0,0,0.4,0.8,0.8,1.1,0.5,0.1,0.1,0.7,0
Joe Harris,51,9.7,2.7,0.9,2.4,0.6,1.6,0.2,0.3,0.1,0.7,0.5,0.1,0,0.5,1
Nick Johnson,28,9.4,2.6,0.9,2.7,0.2,0.8,0.6,0.9,0.5,0.9,0.4,0.3,0.1,0.7,0
JaMychal Green,24,6.8,2.6,1.1,2,0,0.3,0.3,0.4,0.8,1.1,0.2,0.2,0.2,0.6,1
Furkan Aldemir,41,13.2,2.3,1,1.9,0,0.1,0.3,0.7,1.9,2.4,0.7,0.4,0.4,0.4,0
Kyle Anderson,33,10.8,2.2,0.9,2.7,0.1,0.3,0.3,0.4,0.2,2,0.8,0.5,0.2,0.3,1
Glenn Robinson III,35,7.5,2.1,0.7,1.9,0.1,0.5,0.5,0.7,0.4,0.7,0.3,0.2,0,0.3,1
Michael Carter-Williams,70,34.5,16.7,6.1,15.1,0.8,3,3.7,5.2,1.4,4.8,6.3,1.9,0.6,3.5,1
Victor Oladipo,80,31.1,13.8,4.9,11.7,0.9,2.8,3.1,4,0.5,3.6,4.1,1.6,0.5,3.2,1
Trey Burke,70,32.3,12.8,4.9,12.8,1.6,4.8,1.5,1.6,0.5,2.4,5.7,0.6,0.1,1.9,1
Tim Hardaway Jr.,81,23.1,10.2,3.6,8.5,1.6,4.4,1.3,1.6,0.2,1.3,0.8,0.5,0.1,0.6,1
Ben McLemore,82,26.7,8.8,3.1,8.3,1.2,3.6,1.4,1.7,0.6,2.2,1,0.5,0.2,1.2,1
Kelly Olynyk,70,20,8.7,3.3,7.2,0.6,1.6,1.4,1.7,2,3.2,1.6,0.5,0.4,1.5,1
Mason Plumlee,70,18.2,7.4,2.8,4.3,0,0,1.7,2.8,1.4,3,0.9,0.7,0.8,1.1,1
Pero Antic,50,18.5,7,2.5,5.9,1.1,3.4,1,1.3,1.1,3,1.2,0.4,0.2,1.1,0
Giannis Antetokounmpo,77,24.6,6.8,2.2,5.4,0.5,1.5,1.8,2.6,1,3.4,1.9,0.8,0.8,1.6,1
Cody Zeller,82,17.3,6,2.1,4.9,0,0,1.8,2.4,1.4,2.9,1.1,0.5,0.5,1.1,1
Kentavious Caldwell-Pope,80,19.8,5.9,2.3,5.8,0.7,2.3,0.6,0.8,0.5,1.5,0.7,0.9,0.2,0.4,1
CJ McCollum,38,12.5,5.3,1.9,4.7,0.8,2.1,0.6,0.9,0.2,1.1,0.7,0.4,0.1,0.9,1
Gorgui Dieng,60,13.6,4.8,1.9,3.8,0,0,1,1.6,1.7,3.3,0.7,0.5,0.8,0.9,1
Matthew Dellavedova,72,17.7,4.7,1.7,4.1,0.8,2.2,0.5,0.7,0.4,1.3,2.6,0.5,0.1,0.8,1
Tony Snell,77,16,4.5,1.7,4.4,0.7,2.3,0.4,0.5,0.2,1.4,0.9,0.4,0.2,0.6,1
Vitor Faverani,37,13.2,4.4,1.7,4,0.3,1.1,0.6,1,1.1,2.3,0.4,0.4,0.7,1.1,0
Anthony Bennett,52,12.8,4.2,1.5,4.3,0.3,1,0.8,1.3,0.9,2,0.3,0.4,0.2,0.9,0
Miroslav Raduljica,48,9.7,3.8,1.4,2.6,0,0,0.9,1.1,1.1,1.1,0.5,0.1,0.3,0.6,0
Dennis Schroder,49,13.1,3.7,1.5,3.8,0.2,0.9,0.6,0.9,0.1,1.1,1.9,0.3,0,1.2,1
Steven Adams,81,14.8,3.3,1.1,2.3,0,0,1,1.7,1.8,2.3,0.5,0.5,0.7,0.9,1
Dewayne Dedmon,31,12.6,3.1,1.2,2.7,0,0,0.7,1,1.2,2.9,0.2,0.2,0.7,0.6,1
Reggie Bullock,43,9.2,2.7,1,2.8,0.5,1.7,0.2,0.2,0.3,1,0.3,0.2,0,0.3,1
Gigi Datome,34,7,2.4,1,2.9,0.2,1.1,0.2,0.3,0.4,0.9,0.3,0.2,0,0.3,0
Gal Mekel,31,9.4,2.4,1,2.8,0.2,0.6,0.3,0.4,0.2,0.7,2,0.1,0,1,0
Rudy Gobert,45,9.6,2.3,0.8,1.6,0,0,0.7,1.4,1.1,2.3,0.2,0.2,0.9,0.7,1
Otto Porter Jr.,37,8.6,2.1,0.9,2.5,0.1,0.6,0.2,0.3,0.6,1,0.3,0.2,0,0.4,1
Alex Len,42,8.6,2,0.8,1.9,0,0,0.5,0.7,0.9,1.4,0.1,0.1,0.4,0.6,1
Andre Roberson,40,10,1.9,0.8,1.7,0.1,0.3,0.2,0.3,0.9,1.5,0.4,0.5,0.3,0.5,1
Solomon Hill,28,8.1,1.7,0.6,1.4,0.3,0.8,0.2,0.3,0.3,1.1,0.4,0.2,0.1,0.5,1
Nemanja Nedovic,24,5.9,1.1,0.3,1.6,0.1,0.8,0.3,0.3,0.1,0.5,0.5,0,0,0.5,0
Harrison Barnes,81,25.4,9.2,3.4,7.8,0.6,1.8,1.8,2.3,0.7,3.5,1.2,0.6,0.2,1.2,1
Jonas Valanciunas,62,23.9,8.9,3.3,5.9,0,0,2.4,3,2,4,0.7,0.3,1.3,1.5,1
Alexey Shved,77,23.9,8.6,3.1,8.2,1.1,3.7,1.4,1.9,0.5,1.7,3.7,0.7,0.4,1.9,0
Andre Drummond,60,20.7,7.9,3.5,5.7,0,0,1,2.7,2.8,4.8,0.5,1,1.6,1,1
Andrew Nicholson,75,16.7,7.8,3.4,6.5,0,0,1,1.3,0.9,2.5,0.6,0.3,0.4,1.1,0
Brian Roberts,78,17,7.1,2.7,6.6,0.8,2,0.9,1,0.2,1,2.8,0.5,0,0.9,0
Jeffery Taylor,77,19.6,6.1,2.2,5.2,0.7,2,1,1.3,0.7,1.3,0.8,0.6,0.2,0.6,0
John Henson,63,13.1,6,2.6,5.3,0,0,0.9,1.7,1.8,2.9,0.5,0.3,0.7,0.7,1
Donatas Motiejunas,44,12.2,5.7,2.2,4.8,0.5,1.9,0.7,1.2,0.8,1.3,0.7,0.2,0.2,0.8,1
Evan Fournier,38,11.3,5.3,2,4,0.6,1.4,0.8,1,0.2,0.8,1.2,0.5,0,0.8,1
Thomas Robinson,70,15.1,4.8,2,4.6,0,0,0.8,1.6,1.7,2.8,0.7,0.6,0.4,1.3,0
Kyle O'Quinn,57,11.2,4.1,1.8,3.5,0,0,0.5,0.8,1.1,2.5,0.9,0.2,0.5,0.6,1
Nando De Colo,72,12.8,3.8,1.5,3.3,0.4,1.1,0.5,0.6,0.3,1.6,1.9,0.6,0.1,1.1,0
Victor Claver,49,16.6,3.8,1.5,3.9,0.5,1.8,0.3,0.6,0.6,1.8,0.9,0.5,0.2,0.9,0
Mirza Teletovic,53,9.4,3.5,1.3,3.5,0.7,2,0.2,0.2,0.6,1.2,0.4,0.2,0.2,0.4,1
Pablo Prigioni,78,16.2,3.5,1.3,2.8,0.7,1.7,0.3,0.3,0.5,1.3,3,0.9,0,1.1,0
Draymond Green,79,13.4,2.9,1.1,3.3,0.2,0.8,0.6,0.7,0.7,2.6,0.7,0.5,0.3,0.6,1
Joel Freeland,51,9.4,2.6,1.1,2.8,0,0,0.4,0.5,0.8,1.5,0.3,0.3,0.2,0.4,0
Festus Ezeli,78,14.4,2.4,0.9,2.2,0,0,0.6,1,1.8,2.2,0.3,0.3,0.9,0.8,0
Perry Jones III,38,7.4,2.3,1,2.6,0,0.1,0.3,0.4,0.3,1.3,0.3,0.1,0.2,0.4,0
Darius Miller,52,13.3,2.3,0.8,2.1,0.4,1.1,0.2,0.2,0.2,1.3,0.8,0.3,0.2,0.4,1
Tyshawn Taylor,38,5.8,2.2,0.8,2.3,0.2,0.3,0.4,0.7,0.1,0.4,0.6,0.3,0,0.7,0
Marquis Teague,48,8.2,2.1,0.9,2.4,0.1,0.5,0.2,0.3,0.1,0.9,1.3,0.2,0.1,0.7,1
Kent Bazemore,61,4.4,2,0.7,1.9,0.2,0.6,0.4,0.7,0.1,0.3,0.4,0.3,0.1,0.3,1
Tornike Shengelia,19,4.9,1.6,0.5,1.2,0.1,0.1,0.5,0.8,0.5,0.7,0.2,0.2,0.1,0.6,0
Kyrie Irving,51,30.5,18.5,6.9,14.6,1.4,3.6,3.4,3.8,0.9,2.9,5.4,1.1,0.4,3.1,1
Brandon Knight,66,32.3,12.8,4.8,11.7,1.6,4.2,1.6,2.1,0.5,2.7,3.8,0.7,0.2,2.6,1
MarShon Brooks,56,29.4,12.6,4.9,11.4,0.8,2.7,2,2.6,1.3,2.3,2.3,0.9,0.3,2.1,1
Ricky Rubio,41,34.2,10.6,3.4,9.5,0.8,2.3,3.1,3.8,0.5,3.7,8.2,2.2,0.2,3.2,1
Tristan Thompson,60,23.7,8.2,3.2,7.4,0,0,1.8,3.2,3.1,3.4,0.5,0.5,1,1.4,1
Jimmer Fredette,61,18.6,7.6,2.8,7.3,1.3,3.5,0.7,0.8,0.3,0.9,1.8,0.5,0,1.1,1
Gustavo Ayon,54,20.1,5.9,2.6,4.8,0,0,0.7,1.2,1.6,3.3,1.4,1,0.9,0.9,0
Charles Jenkins,51,17.5,5.8,2.5,5.7,0.1,0.4,0.7,0.8,0.2,1.2,3.3,0.6,0.1,1.2,0
Nikola Vucevic,51,15.9,5.5,2.6,5.7,0.1,0.2,0.4,0.7,1.7,3.1,0.6,0.4,0.7,0.6,1
Donald Sloan,33,20.3,5.5,2.4,6,0.1,0.8,0.7,0.9,0.5,1.5,3.2,0.4,0.1,1.5,0
Bismack Biyombo,63,23.1,5.2,2,4.4,0,0,1.1,2.3,1.8,4,0.4,0.3,1.8,1.1,1
Jan Vesely,57,18.9,4.7,2.1,3.8,0,0,0.6,1.1,1.8,2.6,0.8,0.7,0.6,1.1,0
Enes Freedom,66,13.2,4.6,1.8,3.6,0,0,1.1,1.6,1.6,2.6,0.1,0.3,0.3,0.8,1
Jordan Hamilton,26,9.9,4.4,1.8,4.3,0.7,1.8,0.1,0.2,0.4,2,0.8,0.2,0.1,0.6,0
Nolan Smith,44,12.3,3.8,1.5,4.1,0.3,1,0.5,0.6,0.4,0.9,1.4,0.4,0.1,1,0
Reggie Jackson,45,11.1,3.1,1.1,3.5,0.3,1.4,0.6,0.6,0.3,0.9,1.6,0.6,0,0.8,1
Greg Stiemsma,55,13.9,2.9,1.2,2.2,0,0,0.5,0.7,0.9,2.3,0.5,0.7,1.5,0.6,0
Jeremy Pargo,44,9.6,2.9,1.1,3.4,0.2,0.9,0.4,0.6,0.3,0.6,1.3,0.3,0,1,1
Mickell Gladness,26,9.7,2.2,1,2.3,0,0,0.2,0.5,0.5,1.7,0.2,0.2,0.8,0.3,0
Cory Joseph,29,9.2,2,0.8,2.4,0.1,0.5,0.4,0.6,0.2,0.7,1.2,0.2,0.1,0.4,1
Blake Griffin,82,38,22.5,8.5,16.8,0.1,0.3,5.4,8.5,3.3,8.8,3.8,0.8,0.5,2.7,1
DeMarcus Cousins,81,28.5,14.1,5.3,12.4,0,0.2,3.4,5,2.7,6,2.5,1,0.8,3.3,1
Jordan Crawford,42,24.5,11.7,4.6,11.9,0.8,3,1.7,2,0.7,1.8,2.8,0.9,0.1,2,1
Landry Fields,82,31,9.7,3.6,7.3,1,2.7,1.4,1.8,1.3,5.1,1.9,1,0.2,1.3,0
Samardo Samuels,37,18.9,7.8,3,6.5,0,0.1,1.8,3,2,2.2,0.5,0.4,0.5,1.4,0
Christian Eyenga,44,21.5,6.9,3,7,0.6,2.1,0.4,0.6,0.6,2.2,0.8,0.8,0.6,1.1,0
Manny Harris,54,17.3,5.9,2,5.4,0.6,1.7,1.3,1.7,0.7,1.9,1.6,0.6,0.1,1.2,1
Nikola Pekovic,65,13.6,5.5,2.1,4,0,0,1.3,1.8,1.4,1.6,0.4,0.3,0.5,1.4,1
Trevor Booker,65,16.4,5.3,2.1,3.9,0,0,1,1.6,1.5,2.4,0.5,0.4,0.6,0.6,1
Gary Forbes,63,12.6,5.2,2,4.3,0.3,0.9,0.9,1.4,0.4,1.4,0.8,0.4,0.1,0.7,0
Tiago Splitter,60,12.3,4.6,1.7,3.2,0,0,1.3,2.3,1.2,2.2,0.4,0.5,0.3,0.5,1
Xavier Henry,38,13.9,4.3,1.7,4.2,0.1,0.4,0.9,1.4,0.2,0.7,0.5,0.3,0.1,0.3,0
Pooh Jeter,62,13.8,4.1,1.7,4.2,0.1,0.5,0.6,0.7,0.1,1,2.6,0.5,0,0.8,0
Semih Erden,41,14.5,4,1.5,2.7,0,0,1,1.5,0.9,2,0.5,0.4,0.6,0.8,0
Timofey Mozgov,45,11.6,3.6,1.4,3,0,0,0.8,1.2,1,1.7,0.3,0.3,0.6,0.8,1
Greivis Vasquez,70,12.3,3.6,1.4,3.3,0.4,1.2,0.5,0.6,0.2,0.9,2.2,0.3,0.1,1,1
Quincy Pondexter,66,11.1,2.8,1.1,2.7,0.3,0.8,0.4,0.5,0.3,1,0.4,0.3,0.2,0.2,1
Omer Asik,82,12.1,2.8,1,1.7,0,0,0.9,1.8,1.4,2.4,0.4,0.2,0.7,0.8,1
Kevin Seraphin,58,10.9,2.7,1.1,2.5,0,0,0.4,0.5,1.4,1.2,0.2,0.3,0.5,0.7,1
Ish Smith,43,10.3,2.3,1,2.7,0.1,0.2,0.3,0.5,0.2,0.9,1.8,0.4,0,0.8,1
Marcus Thornton,73,25.6,14.5,5.5,12.1,1.6,4.3,2,2.4,1,1.9,1.6,0.8,0.2,1,1
Omri Casspi,77,25.1,10.3,3.9,8.7,1,2.6,1.5,2.3,1,3.6,1.2,0.7,0.2,1.3,1
Jonas Jerebko,80,27.9,9.3,3.6,7.5,0.5,1.4,1.6,2.2,2.4,3.6,0.7,1,0.4,1,1
Chase Budinger,74,20.1,8.9,3.4,7.6,1.2,3.4,0.9,1.2,0.5,2.5,1.2,0.5,0.1,0.6,1
Jrue Holiday,73,24.2,8,3.2,7.1,0.8,2.2,0.9,1.2,0.8,1.8,3.8,1.1,0.2,2.1,1
AJ Price,56,15.4,7.3,2.6,6.3,1.1,3.1,1.1,1.3,0.2,1.4,1.9,0.6,0.1,1.1,1
Rodrigue Beaubois,56,12.5,7.1,2.8,5.3,0.8,2,0.8,0.9,0.2,1.2,1.3,0.5,0.2,1,0
Serge Ibaka,73,18.1,6.3,2.8,5.1,0,0,0.8,1.3,1.9,3.5,0.1,0.3,1.3,0.9,1
Jordan Hill,47,13.3,5.2,2.1,4.3,0,0,1,1.4,1.6,2.1,0.4,0.3,0.4,0.6,1
Eric Maynor,81,15.7,4.7,1.9,4.5,0.3,0.9,0.6,0.9,0.3,1.3,3.3,0.5,0.1,1,0
Jodie Meeks,60,12,4.7,1.7,4.5,0.7,2.2,0.5,0.7,0.2,1.5,0.7,0.3,0.1,0.4,1
James Johnson,65,11.6,3.9,1.5,3.2,0.2,0.7,0.8,1.1,0.5,1.4,0.7,0.3,0.7,1,1
Jeff Teague,71,10.1,3.2,1.3,3.2,0.1,0.5,0.6,0.7,0.1,0.9,1.7,0.5,0.2,0.7,1
Hasheem Thabeet,68,13,3.1,1.1,1.9,0,0,0.8,1.4,1.3,2.3,0.2,0.2,1.3,0.6,0
Lester Hudson,25,5.2,2.3,0.8,2.1,0.2,0.6,0.4,0.5,0.3,0.4,0.5,0.3,0.1,0.6,1
Eric Gordon,78,34.3,16.1,5.3,11.6,1.7,4.3,3.8,4.5,0.6,2,2.8,1,0.4,2.1,1
Marc Gasol,82,30.7,11.9,4.3,8.1,0,0,3.4,4.6,2.5,4.9,1.7,0.8,1.1,2,1
D.J. Augustin,72,26.5,11.8,3.7,8.6,1.5,3.4,2.9,3.2,0.2,1.6,3.5,0.6,0,1.7,1
Rudy Fernandez,78,25.6,10.4,3.4,8.1,2,5.1,1.5,1.8,0.6,2.1,2,0.9,0.2,1.1,0
Mario Chalmers,82,32,10,3.4,8.1,1.4,3.8,1.8,2.4,0.5,2.3,4.9,2,0.1,2,1
Greg Oden,61,21.5,8.9,3.2,5.8,0,0,2.4,3.7,2.8,4.2,0.5,0.4,1.1,1.4,1
Anthony Randolph,63,17.9,7.9,3.2,6.8,0,0.1,1.6,2.2,2,3.7,0.8,0.7,1.2,1.3,1
Ryan Anderson,66,19.9,7.4,2.4,6.2,1,2.9,1.5,1.8,1.6,3.1,0.8,0.7,0.3,1,1
Luc Mbah a Moute,82,25.8,7.2,2.8,6,0,0,1.7,2.3,2.3,3.6,1.1,1.1,0.5,1.2,1
Nicolas Batum,79,18.4,5.4,2,4.6,0.8,2.1,0.5,0.7,1.1,1.7,0.9,0.6,0.5,0.6,1
Kyle Weaver,56,20.8,5.3,2,4.4,0.6,1.7,0.7,1,0.6,1.8,1.8,0.8,0.4,1.2,0
Bobby Brown,68,13.7,5.3,2.1,5.3,0.7,1.9,0.5,0.6,0.2,0.6,1.7,0.3,0,0.9,1
Joe Alexander,59,12.1,4.7,1.7,4.2,0.3,0.8,1,1.4,0.7,1.2,0.7,0.3,0.5,0.9,0
Kosta Koufos,48,11.8,4.7,2,3.9,0,0,0.8,1.1,1,1.8,0.4,0.3,0.6,0.5,1
Goran Dragic,55,13.2,4.5,1.6,4.1,0.4,1,0.9,1.2,0.6,1.3,2,0.5,0.1,1.3,1
Roko Ukic,72,12.4,4.2,1.7,4.5,0.2,0.9,0.6,0.8,0.4,0.7,2.1,0.4,0,0.8,0
JJ Hickson,62,11.4,4,1.6,3.1,0,0,0.7,1.1,0.8,1.8,0.1,0.2,0.5,0.7,1
Rob Kurz,40,11.1,3.9,1.3,3.3,0.4,1,1,1.3,0.8,1.2,0.5,0.4,0.5,0.4,0
Donte Greene,55,13.2,3.8,1.4,4.3,0.5,1.8,0.5,0.6,0.3,1.2,0.5,0.3,0.3,0.7,0
Robin Lopez,60,10.2,3.2,1.2,2.3,0,0,0.8,1.1,0.9,1.1,0.1,0.2,0.7,0.5,1
Juan Carlos Navarro,82,25.8,10.9,3.8,9.3,1.9,5.3,1.5,1.8,0.4,2.1,2.2,0.6,0,1.6,0
Luis Scola,82,24.7,10.3,4.2,8.2,0,0,1.9,2.9,2.1,4.3,1.3,0.7,0.2,1.3,1
Al Horford,81,31.4,10.1,4.1,8.2,0,0.1,1.9,2.6,3.1,6.6,1.5,0.7,0.9,1.7,1
Daequan Cook,59,24.4,8.8,3.3,8.7,1.3,4,0.8,1,0.3,2.7,1.3,0.4,0.2,1.1,1
Yi Jianlian,66,25,8.6,3.3,7.9,0.1,0.3,1.8,2.2,1.6,3.6,0.8,0.5,0.8,1.4,0
Jamario Moon,78,27.8,8.5,3.6,7.4,0.5,1.6,0.8,1.1,1.2,5,1.2,1,1.4,0.7,0
Sean Williams,73,17.5,5.6,2.2,4.2,0,0,1.1,1.8,1.6,2.8,0.4,0.4,1.5,1,0
Glen Davis,69,13.6,4.5,1.6,3.2,0,0,1.4,2.2,1.4,1.6,0.4,0.4,0.3,0.9,1
Oleksiy Pecherov,35,9.1,3.6,1.3,3.6,0.5,1.7,0.6,0.9,0.6,1.3,0.2,0.2,0.1,0.5,0
Jermareo Davidson,38,8.5,3.2,1.3,3.3,0,0,0.5,0.7,0.6,1.1,0.3,0.2,0.4,0.4,0
Andrea Bargnani,65,25.1,11.6,4.1,9.6,1.5,4.1,1.8,2.2,0.8,3.1,0.8,0.5,0.8,1.6,1
Randy Foye,82,22.9,10.1,3.7,8.4,0.8,2.3,2,2.3,0.6,2.1,2.8,0.6,0.3,1.9,1
Walter Herrmann,48,19.5,9.2,3.6,6.9,1.1,2.4,0.9,1.1,0.6,2.3,0.5,0.4,0.1,0.7,0
Jorge Garbajosa,67,28.5,8.5,3.3,7.9,1,2.9,0.9,1.2,0.7,4.2,1.9,1.2,0.2,1,0
Kelenna Azubuike,41,16.3,7.1,2.4,5.4,0.8,1.9,1.5,1.9,0.6,1.7,0.7,0.5,0.2,1,1
Rodney Carney,67,17.4,6.6,2.7,5.9,0.4,1.1,0.8,1.3,0.6,1.3,0.4,0.6,0.3,0.6,0
Ersan Ilyasova,66,14.7,6.1,2.1,5.5,0.8,2.2,1.1,1.3,0.9,2,0.7,0.4,0.3,0.8,1
JJ Redick,42,14.8,6,1.9,4.6,0.9,2.3,1.3,1.4,0.2,1,0.9,0.3,0,0.5,1
Renaldo Balkman,68,15.6,4.9,2,4,0.1,0.4,0.8,1.3,1.4,2.9,0.6,0.8,0.6,0.7,1
Mickael Gelabale,70,17.7,4.6,1.7,3.8,0.2,0.7,0.9,1.2,0.8,1.6,0.8,0.3,0.3,0.7,1
Yakhouba Diawara,64,18.4,4.4,1.6,4.6,0.8,2.7,0.5,0.8,0.4,1.3,0.9,0.5,0.1,0.6,0
Leon Powe,63,11.4,4.2,1.3,2.8,0,0,1.7,2.3,1.5,1.9,0.2,0.2,0.3,0.7,0
Sergio Rodriguez,67,12.9,3.7,1.5,3.6,0.4,1.3,0.3,0.4,0.3,1.1,3.3,0.5,0,1.1,1
Thabo Sefolosha,71,12.2,3.6,1.5,3.6,0.2,0.6,0.3,0.6,0.5,1.7,0.8,0.5,0.2,0.8,1
Bobby Jones,44,7.6,2.5,1,2.1,0,0.2,0.5,0.9,0.5,0.8,0.4,0.3,0,0.4,0
Dee Brown,49,9.2,1.9,0.7,2,0.1,0.6,0.5,0.8,0.2,0.7,1.7,0.4,0.1,0.6,0
Chris Paul,78,36,16.1,5.2,12.1,0.6,2.3,5.1,6,0.8,4.3,7.8,2.2,0.1,2.3,1
Salim Stoudamire,61,20.3,9.7,3.3,8.1,1.3,3.5,1.6,1.8,0.2,1.7,1.2,0.4,0,1.3,0
Andrew Bogut,82,28.6,9.4,3.9,7.4,0,0,1.5,2.4,2.3,4.7,2.3,0.6,0.8,1.5,1
Sarunas Jasikevicius,75,20.8,7.3,2.3,5.7,1.1,3.1,1.6,1.8,0.3,1.8,3,0.5,0.1,1.5,0
Joey Graham,80,19.8,6.7,2.5,5.2,0.4,1.1,1.4,1.7,0.7,2.3,0.8,0.5,0.2,1.2,1
Francisco Garcia,67,19.4,5.6,1.9,4.9,0.6,2,1.2,1.5,0.6,2.2,1.4,0.6,0.7,1.1,1
Jose Calderon,64,23.2,5.5,2.1,4.9,0.1,0.7,1.2,1.4,0.5,1.7,4.5,0.7,0.1,1.6,1
Johan Petro,68,18.9,5.2,2.3,4.4,0,0,0.7,1.1,1.6,2.8,0.2,0.4,0.8,0.9,1
David Lee,67,16.9,5.1,2,3.4,0,0,1.1,1.8,1.6,2.9,0.6,0.4,0.3,0.8,1
Linas Kleiza,61,8.5,3.5,1.3,2.8,0,0.2,0.9,1.3,0.6,1.3,0.2,0.2,0.2,0.3,1
CJ Miles,23,8.8,3.4,1.2,3.3,0.2,0.9,0.8,1,0.8,0.9,0.7,0.3,0.1,0.4,1
Orien Greene,80,15.4,3.2,1.3,3.2,0.1,0.5,0.6,0.9,0.5,1.4,1.6,1,0.1,1.4,1
Sergei Monia,26,13.2,3,1.1,3.3,0.3,1.3,0.4,0.5,0.4,1.6,0.7,0.3,0.2,0.5,0
Esteban Batista,57,8.7,1.8,0.6,1.4,0,0,0.6,0.9,1.1,1.5,0.1,0.3,0.2,0.7,0
Fabricio Oberto,59,8.3,1.7,0.7,1.6,0,0,0.3,0.5,1,1.1,0.5,0.2,0.2,0.5,1
Lawrence Roberts,33,5.5,1.5,0.6,1.3,0,0.1,0.3,0.7,0.8,0.7,0.2,0.2,0.1,0.2,0
Ben Gordon,82,24.4,15.1,5.3,12.9,1.6,4,2.8,3.3,0.7,2,2,0.6,0.1,2.3,1
Luol Deng,61,27.3,11.7,4.6,10.6,0.5,1.9,2,2.7,1.5,3.8,2.2,0.8,0.4,1.9,1
JR Smith,76,24.4,10.3,3.9,9.8,1.1,3.7,1.5,2.1,0.5,1.5,1.9,0.7,0.1,1.4,1
Nenad Krstic,75,26.2,10,3.7,7.6,0,0,2.5,3.4,2.1,3.2,1,0.4,0.8,1.5,1
Andres Nocioni,81,23.4,8.4,3,7.4,0.3,1.2,2.1,2.7,0.9,3.9,1.5,0.5,0.4,1.7,1
Matt Bonner,82,19,7.2,3,5.6,0.5,1.1,0.7,0.9,1.3,2.2,0.6,0.5,0.2,0.5,1
Chris Duhon,82,26.6,5.9,2.1,6,1.1,3.2,0.6,0.8,0.3,2.3,4.9,1,0,1.5,1
Beno Udrih,80,14.4,5.9,2.2,4.9,0.7,1.8,0.8,1.1,0.2,0.8,1.9,0.5,0.1,1,1
Quinton Ross,78,21.2,5.1,2.1,4.8,0,0.1,0.9,1.4,0.8,1.9,1.4,0.7,0.3,0.7,1
Kirk Snyder,68,13.3,5,1.8,4.8,0.4,1.3,0.9,1.4,0.7,1,0.5,0.4,0.3,0.9,0
